ekatte_code,settlement_name_bg,settlement_name_en,settlement_type,oblast_code,oblast_name_bg,obshtina_name_bg,nuts3_code
15881,Голямо Крушево,Golyamo Krushevo,село,JAM,Ямбол,Болярово,BG343
15895,Голямо ново,Golyamo novo,село,TGV,Търговище,Търговище,BG334
15919,Голямо Соколово,Golyamo Sokolovo,село,TGV,Търговище,Търговище,BG334
15922,Голямо църквище,Golyamo tsarkvishte,село,TGV,Търговище,Омуртаг,BG334
15936,Голямо Чочовени,Golyamo Chochoveni,село,SLV,Сливен,Сливен,BG342
15944,Шивачево,Shivachevo,град,SLV,Сливен,Твърдица,BG342
15953,Голям Поровец,Golyam Porovets,село,RAZ,Разград,Исперих,BG324
15967,Подгорец,Podgorets,село,BGS,Бургас,Руен,BG341
15970,Голям чардак,Golyam chardak,село,PDV,Пловдив,Съединение,BG421
15984,Голяновци,Golyanovtsi,село,SFO,София,Костинброд,BG412
15998,Гомотарци,Gomotartsi,село,VID,Видин,Видин,BG311
16002,Горан,Goran,село,LOV,Ловеч,Ловеч,BG315
16016,Горановци,Goranovtsi,село,VTR,Велико Търново,Велико Търново,BG321
16026,Горановци,Goranovtsi,село,KNL,Кюстендил,Кюстендил,BG415
16033,Гореме,Goreme,село,BLG,Благоевград,Струмяни,BG413
16047,Горен Еневец,Goren Enevets,село,VTR,Велико Търново,Велико Търново,BG321
16050,Горен чифлик,Goren chiflik,село,VAR,Варна,Долни чифлик,BG331
16064,Горица,Goritsa,село,BGS,Бургас,Поморие,BG341
16078,Горица,Goritsa,село,VAR,Варна,Бяла,BG331
16081,Горица,Goritsa,село,TGV,Търговище,Попово,BG334
16095,Горичане,Gorichane,село,DOB,Добрич,Шабла,BG332
16105,Горичево,Gorichevo,село,RAZ,Разград,Кубрат,BG324
16119,Горна Бела речка,Gorna Bela rechka,село,MON,Монтана,Вършец,BG312
16122,Горна Бешовица,Gorna Beshovitsa,село,VRC,Враца,Мездра,BG313
16136,Горна Брезница,Gorna Breznitsa,село,BLG,Благоевград,Кресна,BG413
16141,Горна Брестница,Gorna Brestnitsa,село,KNL,Кюстендил,Кюстендил,BG415
16153,Горна Вереница,Gorna Verenitsa,село,MON,Монтана,Монтана,BG312
16167,Горна Врабча,Gorna Vrabcha,село,PER,Перник,Земен,BG414
16170,Горна Глоговица,Gorna Glogovitsa,село,PER,Перник,Земен,BG414
16184,Септемврийци,Septemvriytsi,село,MON,Монтана,Вълчедръм,BG312
16198,Горна Гращица,Gorna Grashtitsa,село,KNL,Кюстендил,Кюстендил,BG415
16208,Горна Диканя,Gorna Dikanya,село,PER,Перник,Радомир,BG414
16211,Горна Златица,Gorna Zlatitsa,село,TGV,Търговище,Антоново,BG334
16225,Горна Кабда,Gorna Kabda,село,TGV,Търговище,Търговище,BG334
16239,Горна Ковачица,Gorna Kovachitsa,село,MON,Монтана,Чипровци,BG312
16242,Горна Козница,Gorna Koznitsa,село,KNL,Кюстендил,Бобов дол,BG415
16256,Горна Кремена,Gorna Kremena,село,VRC,Враца,Мездра,BG313
16267,Горна крепост,Gorna krepost,село,KRZ,Кърджали,Кърджали,BG425
16273,Горна Крушица,Gorna Krushitsa,село,BLG,Благоевград,Струмяни,BG413
16287,Горна кула,Gorna kula,село,KRZ,Кърджали,Крумовград,BG425
16290,Горна Липница,Gorna Lipnitsa,село,VTR,Велико Търново,Павликени,BG321
16300,Горна Лука,Gorna Luka,село,MON,Монтана,Чипровци,BG312
16314,Горна Малина,Gorna Malina,село,SFO,София,Горна Малина,BG412
16328,Горна махала,Gorna mahala,село,PDV,Пловдив,Калояново,BG421
16331,Горна Мелна,Gorna Melna,село,PER,Перник,Трън,BG414
16345,Горна Митрополия,Gorna Mitropolia,село,PVN,Плевен,Долна Митрополия,BG314
16359,Горна Оряховица,Gorna Oryahovitsa,град,VTR,Велико Търново,Горна Оряховица,BG321
16362,Горна Рибница,Gorna Ribnitsa,село,BLG,Благоевград,Струмяни,BG413
16376,Горна Росица,Gorna Rositsa,село,GAB,Габрово,Севлиево,BG322
16382,Горна Секирна,Gorna Sekirna,село,PER,Перник,Брезник,BG414
16393,Горна Студена,Gorna Studena,село,VTR,Велико Търново,Свищов,BG321
16403,Горна Сушица,Gorna Sushitsa,село,BLG,Благоевград,Сандански,BG413
16417,Горна Хаджийска,Gorna Hadzhiyska,село,VTR,Велико Търново,Златарица,BG321
16420,Горна Хубавка,Gorna Hubavka,село,TGV,Търговище,Омуртаг,BG334
16448,Горни Богров,Gorni Bogrov,село,SOF,София (столица),Столична,BG411
16451,Горни Вадин,Gorni Vadin,село,VRC,Враца,Оряхово,BG313
16479,Горни Върпища,Gorni Varpishta,село,GAB,Габрово,Дряново,BG322
16496,Горни Главанак,Gorni Glavanak,село,HKV,Хасково,Маджарово,BG422
16506,Горни Дамяновци,Gorni Damyanovtsi,село,GAB,Габрово,Трявна,BG322
16513,Горни Домлян,Gorni Domlyan,село,PDV,Пловдив,Карлово,BG421
16523,Горни Драгойча,Gorni Dragoycha,село,GAB,Габрово,Дряново,BG322
16537,Горни Дъбник,Gorni Dabnik,село,PVN,Плевен,Долни Дъбник,BG314
16540,Горник,Gornik,село,PVN,Плевен,Червен бряг,BG314
16554,Горни Коритен,Gorni Koriten,село,KNL,Кюстендил,Трекляно,BG415
16568,Горни край,Gorni kray,село,VTR,Велико Търново,Елена,BG321
16571,Горни Лом,Gorni Lom,село,VID,Видин,Чупрене,BG311
16585,Горни Маренци,Gorni Marentsi,село,GAB,Габрово,Трявна,BG322
16599,Горни Окол,Gorni Okol,село,SFO,София,Самоков,BG412
16609,Горни Радковци,Gorni Radkovtsi,село,GAB,Габрово,Трявна,BG322
16612,Горни Романци,Gorni Romantsi,село,PER,Перник,Брезник,BG414
16626,Горни Танчевци,Gorni Tanchevtsi,село,VTR,Велико Търново,Елена,BG321
16639,Горни Цибър,Gorni Tsibar,село,MON,Монтана,Вълчедръм,BG312
16643,Горни Цоневци,Gorni Tsonevtsi,село,GAB,Габрово,Трявна,BG322
16660,Горни Юруци,Gorni Yurutsi,село,KRZ,Кърджали,Крумовград,BG425
16674,Горно Абланово,Gorno Ablanovo,село,RSE,Русе,Борово,BG323
16688,Горно Александрово,Gorno Aleksandrovo,село,SLV,Сливен,Сливен,BG342
16691,Горно Белево,Gorno Belevo,село,SZR,Стара Загора,Братя Даскалови,BG344
16701,Горно Ботево,Gorno Botevo,село,SZR,Стара Загора,Стара Загора,BG344
16715,Горнова могила,Gornova mogila,село,GAB,Габрово,Габрово,BG322
16729,Горно Войводино,Gorno Voyvodino,село,HKV,Хасково,Хасково,BG422
16732,Горно вършило,Gorno varshilo,село,PAZ,Пазарджик,Септември,BG423
16754,Горно Драглище,Gorno Draglishte,село,BLG,Благоевград,Разлог,BG413
16763,Горно Дряново,Gorno Dryanovo,село,BLG,Благоевград,Гърмен,BG413
16780,Горно Изворово,Gorno Izvorovo,село,SZR,Стара Загора,Казанлък,BG344
16794,Горно Камарци,Gorno Kamartsi,село,SFO,София,Горна Малина,BG412
16804,Горно Кобиле,Gorno Kobile,село,KNL,Кюстендил,Трекляно,BG415
16818,Горно Козарево,Gorno Kozarevo,село,TGV,Търговище,Омуртаг,BG334
16821,Горно Къпиново,Gorno Kapinovo,село,KRZ,Кърджали,Кирково,BG425
16835,Горно Луково,Gorno Lukovo,село,HKV,Хасково,Ивайловград,BG422
16849,Горно Новково,Gorno Novkovo,село,TGV,Търговище,Омуртаг,BG334
16852,Горно ново село,Gorno novo selo,село,SZR,Стара Загора,Братя Даскалови,BG344
16866,Горно Озирово,Gorno Ozirovo,село,MON,Монтана,Вършец,BG312
16870,Горно Осеново,Gorno Osenovo,село,BLG,Благоевград,Симитли,BG413
16883,Горно Павликене,Gorno Pavlikene,село,LOV,Ловеч,Ловеч,BG315
16897,Горно Пещене,Gorno Peshtene,село,VRC,Враца,Враца,BG313
16907,Горно поле,Gorno pole,село,HKV,Хасково,Маджарово,BG422
16910,Горно Прахово,Gorno Prahovo,село,KRZ,Кърджали,Ардино,BG425
16924,Горно Сахране,Gorno Sahrane,село,SZR,Стара Загора,Павел баня,BG344
16938,Горно село,Gorno selo,село,SFO,София,Драгоман,BG412
16941,Горноселци,Gornoseltsi,село,HKV,Хасково,Ивайловград,BG422
16955,Горнослав,Gornoslav,село,PDV,Пловдив,Асеновград,BG421
16969,Горно Спанчево,Gorno Spanchevo,село,BLG,Благоевград,Сандански,BG413
16986,Горно трапе,Gorno trape,село,LOV,Ловеч,Троян,BG315
16995,Горно Уйно,Gorno Uyno,село,KNL,Кюстендил,Кюстендил,BG415
17004,Горно Хърсово,Gorno Harsovo,село,BLG,Благоевград,Благоевград,BG413
17018,Горно Церовене,Gorno Tserovene,село,MON,Монтана,Монтана,BG312
17035,Горно Ябълково,Gorno Yabalkovo,село,BGS,Бургас,Средец,BG341
17049,Горово,Gorovo,село,BGS,Бургас,Сунгурларе,BG341
17052,Горово,Gorovo,село,SML,Смолян,Смолян,BG424
17066,Гороцвет,Gorotsvet,село,RAZ,Разград,Лозница,BG324
17077,Горочевци,Gorochevtsi,село,PER,Перник,Трън,BG414
17083,Горска,Gorska,село,VTR,Велико Търново,Елена,BG321
17097,Горска поляна,Gorska polyana,село,JAM,Ямбол,Болярово,BG343
17107,Горски горен Тръмбеш,Gorski goren Trambesh,село,VTR,Велико Търново,Горна Оряховица,BG321
17124,Горски долен Тръмбеш,Gorski dolen Trambesh,село,VTR,Велико Търново,Горна Оряховица,BG321
17138,Горски извор,Gorski izvor,село,KRZ,Кърджали,Кирково,BG425
17141,Горски извор,Gorski izvor,село,HKV,Хасково,Димитровград,BG422
17155,Горски Сеновец,Gorski Senovets,село,VTR,Велико Търново,Стражица,BG321
17169,Горско,Gorsko,село,HKV,Хасково,Ивайловград,BG422
17172,Горско Абланово,Gorsko Ablanovo,село,TGV,Търговище,Опака,BG334
17186,Горско Дюлево,Gorsko Dyulevo,село,KRZ,Кърджали,Момчилград,BG425
17192,Горско Калугерово,Gorsko Kalugerovo,село,VTR,Велико Търново,Сухиндол,BG321
17208,Горско Косово,Gorsko Kosovo,село,VTR,Велико Търново,Сухиндол,BG321
17213,Горско ново село,Gorsko novo selo,село,VTR,Велико Търново,Златарица,BG321
17227,Горско Писарево,Gorsko Pisarevo,село,VTR,Велико Търново,Златарица,BG321
17230,Горско село,Gorsko selo,село,TGV,Търговище,Омуртаг,BG334
17244,Горско Сливово,Gorsko Slivovo,село,LOV,Ловеч,Летница,BG315
17258,Горталово,Gortalovo,село,PVN,Плевен,Плевен,BG314
17275,Горун,Gorun,село,DOB,Добрич,Шабла,BG332
17289,Горунака,Gorunaka,село,SFO,София,Етрополе,BG412
17302,Горчево,Gorchevo,село,BLG,Благоевград,Петрич,BG413
17316,Горяни,Goryani,село,GAB,Габрово,Трявна,BG322
17323,Господиново,Gospodinovo,село,VAR,Варна,Бяла,BG331
